Equilibrium Type,Allow Abandon and Defaults,Costs Multiplier,Fee Shifting Multiplier,Fee Shifting Rule,Issue,Noise Multiplier D,Noise Multiplier P,Noise to Produce Case Strength,Probability Truly Liable,Proportion of Costs at Beginning,Relative Costs,Risk Aversion,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Expenditures,False Positive Inaccuracy,False Negative Inaccuracy,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,P Loses,P Wins,Appropriation
Only Eq,true,0.125,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 1.5 Risk Neutral,0,3,1,1,0.95,0.05,1,0,9.90625,10.0188,19.925,0.075,9.90625,10.0188,0,0.075,0.075,0,0.260622,,0,0,0,0,0,1,0,0
Only Eq,true,0.125,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 1.5 Risk Neutral,0,3,1,1,0.95,0.05,1,1,11.0188,8.90625,19.925,0.075,11.0188,8.90625,0,0.075,0.075,0.332041,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.125,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 1.5 Risk Neutral,0,3,1,1,0.937431,0.192693,0.827583,0.761709,10.7717,9.15972,19.9315,0.0685344,10.7717,9.15972,0,0.0685344,0.0685344,0.0590979,0.240074,0.877351,0,0,0.172417,0,0,0.197206,0.630377,0
Only Eq,true,0.125,1.5,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 1.5 Risk Neutral,0,3,1,1,0.807304,0.0625679,0.827581,0.238283,10.1597,9.77176,19.9315,0.0685343,10.1597,9.77176,0,0.0685343,0.0685343,0.240064,0,0.12264,0,0,0.172419,0,0,0.630383,0.197198,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,1,1,0.540291,0.449615,0.225856,0.499996,10.4749,9.47914,19.954,0.0459696,1000.08,999.412,0,0.0459696,0.0459696,0.130891,0.124265,0.497253,0,0,0.774144,0,0,0.112929,0.112927,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,1,1,0.540291,0.449615,0.225856,0.499996,10.4749,9.47914,19.954,0.0459696,1000.08,999.412,0,0.0459696,0.0459696,0.130891,0.124265,0.497253,0,0,0.774144,0,0,0.112929,0.112927,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,1,1,0.458477,0.536028,0,,10.4785,9.484,19.9625,0.0375,1000.09,999.463,0,0.0375,0.0375,0.107194,0.10993,0.497253,0,0,1,0,0,0,0,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,1,1,0.820715,0.153427,1,0.499996,10.4625,9.4625,19.925,0.075,1000.06,999.237,0,0.075,0.075,0.212114,0.173399,,0,0,0,0,0,0.500004,0.499996,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,1,1,0.760431,0.1052,1,0,9.8875,10.0375,19.925,0.075,999.953,1000.01,0,0.075,0.075,0,0.346796,,0,0,0,0,0,1,0,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,1,1,0.880999,0.201654,1,1,11.0375,8.8875,19.925,0.075,1000.16,998.46,0,0.075,0.075,0.424231,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,1,1,0.786899,0.694615,0.225859,0.688269,10.7573,9.19674,19.954,0.0459697,1000.13,999.066,0,0.0459697,0.0459697,0.0174883,0.248534,0.798885,0,0,0.774141,0,0,0.0704072,0.155452,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Moderately Risk Averse,0,5,1,1,0.293692,0.204625,0.225854,0.311726,10.1925,9.76154,19.954,0.0459695,1000.03,999.758,0,0.0459695,0.0459695,0.24429,0,0.195634,0,0,0.774146,0,0,0.155449,0.0704045,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,All,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,1,1,0.780539,0.219451,0.624765,0.499993,10.4695,9.46955,19.9391,0.0609287,10.4695,9.46955,0,0.0609287,0.0609287,0.146932,0.121034,0.499987,0,0,0.375235,0,0,0.312387,0.312378,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Not Litigated,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Litigated,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,1,1,0.780539,0.219451,0.624765,0.499993,10.4695,9.46955,19.9391,0.0609287,10.4695,9.46955,0,0.0609287,0.0609287,0.146932,0.121034,0.499987,0,0,0.375235,0,0,0.312387,0.312378,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Settles,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,1,1,0.498386,0.501587,0,,10.4812,9.48126,19.9625,0.0375,10.4812,9.48126,0,0.0375,0.0375,0.0789181,0.0789177,0.499987,0,0,1,0,0,0,0,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Tried,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,1,1,0.95,0.05,1,0.499993,10.4625,9.46251,19.925,0.075,10.4625,9.46251,0,0.075,0.075,0.187781,0.146329,,0,0,0,0,0,0.500007,0.499993,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Loses,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,1,1,0.95,0.05,1,0,9.8875,10.0375,19.925,0.075,9.8875,10.0375,0,0.075,0.075,0,0.292655,,0,0,0,0,0,1,0,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,P Wins,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,1,1,0.95,0.05,1,1,11.0375,8.8875,19.925,0.075,11.0375,8.8875,0,0.075,0.075,0.375568,0,,0,0,0,0,0,0,1,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Liable,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,1,1,0.91597,0.35488,0.624768,0.736932,10.7752,9.16388,19.9391,0.0609288,10.7752,9.16388,0,0.0609288,0.0609288,0.0517963,0.242073,0.86091,0,0,0.375232,0,0,0.164356,0.460412,0
Only Eq,true,0.125,2,English,Liability,1,1,0.35,0.5,0.5,1,Risk Neutral,Truly Not Liable,,FSA Costs Multiplier 0.125 Fee Shifting Multiplier 2 Risk Neutral,8.882000000000001E-16,4,1,1,0.645113,0.0840276,0.624763,0.26306,10.1639,9.7752,19.9391,0.0609286,10.1639,9.7752,0,0.0609286,0.0609286,0.242064,0,0.139082,0,0,0.375237,0,0,0.460412,0.16435,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,1,1,0.57564,0.580264,0.142803,0.63932,10.5332,9.38112,19.9143,0.0857103,1000.11,999.926,0,0.0857103,0.0857103,0.23236,0.151878,0.570647,0,0,0.826036,0.0178076,0.0133533,0.0515064,0.091297,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,1,1,0.57564,0.580264,0.142803,0.63932,10.5332,9.38112,19.9143,0.0857103,1000.11,999.926,0,0.0857103,0.0857103,0.23236,0.151878,0.570647,0,0,0.826036,0.0178076,0.0133533,0.0515064,0.091297,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,1,1,0.522797,0.618497,0,,10.5331,9.39185,19.925,0.075,1000.12,999.941,0,0.075,0.075,0.244775,0.151863,0.570647,0,0,1,0,0,0,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,1,1,0.861967,0.412472,1,0.63932,10.5643,9.28568,19.85,0.15,1000.09,999.844,0,0.15,0.15,0.190106,0.172911,,0,0,0,0,0,0.36068,0.63932,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,1,1,0.735197,0.359661,1,0,9.925,9.925,19.85,0.15,999.97,999.999,0,0.15,0.15,0.0490224,0.372345,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,1,1,0.933486,0.442266,1,1,10.925,8.925,19.85,0.15,1000.16,999.756,0,0.15,0.15,0.2697,0.0603975,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,1,1,0.722228,0.704247,0.182727,0.80473,10.6962,9.21506,19.9113,0.0887045,1000.13,999.883,0,0.0887045,0.0887045,0.0118876,0.303762,0.720649,0,0,0.791834,0.00252919,0.0229099,0.035681,0.147046,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D More Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D More Risk Averse,2.842E-13,3,1,1,0.429057,0.456285,0.102882,0.345547,10.3701,9.54718,19.9173,0.0827161,1000.09,999.97,0,0.0827161,0.0827161,0.452824,0,0.432578,0,0,0.860236,0.0330854,0.00379693,0.0673313,0.0355504,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,1,1,0.71396,0.386027,0.418784,0.499996,10.4758,9.41774,19.8936,0.106409,10.4758,999.338,0,0.106409,0.106409,0.1707,0.130488,0.549988,0,0,0.581216,0,0,0.209394,0.20939,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,1,1,0.71396,0.386027,0.418784,0.499996,10.4758,9.41774,19.8936,0.106409,10.4758,999.338,0,0.106409,0.106409,0.1707,0.130488,0.549988,0,0,0.581216,0,0,0.209394,0.20939,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,1,1,0.543886,0.556091,0,,10.5125,9.41251,19.925,0.075,10.5125,999.382,0,0.075,0.075,0.143001,0.0929987,0.549988,0,0,1,0,0,0,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,1,1,0.95,0.15,1,0.499996,10.425,9.425,19.85,0.15,10.425,999.277,0,0.15,0.15,0.209142,0.182518,,0,0,0,0,0,0.500004,0.499996,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,1,1,0.95,0.15,1,0,9.925,9.925,19.85,0.15,9.925,999.97,0,0.15,0.15,0.0532474,0.311787,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,1,1,0.95,0.15,1,1,10.925,8.925,19.85,0.15,10.925,998.585,0,0.15,0.15,0.365039,0.053247,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,1,1,0.889203,0.561265,0.418788,0.709961,10.739,9.15457,19.8936,0.106409,10.739,998.981,0,0.106409,0.106409,0.0222992,0.260981,0.851498,0,0,0.581212,0,0,0.121465,0.297323,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,D Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 D Risk Averse,3.419E-13,3,1,1,0.538724,0.210795,0.41878,0.290035,10.2127,9.6809,19.8936,0.106408,10.2127,999.695,0,0.106408,0.106408,0.319095,0,0.248495,0,0,0.58122,0,0,0.297319,0.121461,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,1,1,0.438509,0.530222,0.019113,0.583598,10.4477,9.47582,19.9236,0.0764335,1000,999.971,0,0.0764335,0.0764335,0.22486,0.23842,0.484061,0,0,0.980887,0,0,0.00795885,0.0111545,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,1,1,0.438509,0.530222,0.019113,0.583598,10.4477,9.47582,19.9236,0.0764335,1000,999.971,0,0.0764335,0.0764335,0.22486,0.23842,0.484061,0,0,0.980887,0,0,0.00795885,0.0111545,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,1,1,0.434388,0.533734,0,,10.4466,9.47844,19.925,0.075,1000,999.973,0,0.075,0.075,0.224652,0.238817,0.484061,0,0,1,0,0,0,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,1,1,0.65,0.35,1,0.583598,10.5086,9.3414,19.85,0.15,1000,999.857,0,0.15,0.15,0.235553,0.218036,,0,0,0,0,0,0.416402,0.583598,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,1,1,0.65,0.35,1,0,9.925,9.925,19.85,0.15,999.999,999.999,0,0.15,0.15,0.0436203,0.449775,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,1,1,0.65,0.35,1,1,10.925,8.925,19.85,0.15,1000,999.756,0,0.15,0.15,0.372498,0.0526876,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,1,1,0.504222,0.609745,0.022332,0.701779,10.5232,9.40017,19.9233,0.0766749,1000,999.961,0,0.0766749,0.0766749,0.0011754,0.476848,0.558285,0,0,0.977668,0,0,0.00666002,0.0156725,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Highly Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Highly Risk Averse,1.1369999999999999E-13,5,1,1,0.372799,0.450703,0.015894,0.417554,10.3723,9.55146,19.9238,0.0761921,1000,999.98,0,0.0761921,0.0761921,0.448536,0,0.410325,0,0,0.984106,0,0,0.00925763,0.0066368,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,1,1,0.780539,0.219451,0.624765,0.499993,10.4391,9.43908,19.8781,0.121857,1000.44,998.497,0,0.121857,0.121857,0.156002,0.138735,0.499987,0,0,0.375235,0,0,0.312387,0.312378,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,1,1,0.780539,0.219451,0.624765,0.499993,10.4391,9.43908,19.8781,0.121857,1000.44,998.497,0,0.121857,0.121857,0.156002,0.138735,0.499987,0,0,0.375235,0,0,0.312387,0.312378,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,1,1,0.498386,0.501587,0,,10.4625,9.46251,19.925,0.075,1000.48,998.611,0,0.075,0.075,0.0882934,0.0882925,0.499987,0,0,1,0,0,0,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,1,1,0.95,0.05,1,0.499993,10.425,9.42501,19.85,0.15,1000.41,998.429,0,0.15,0.15,0.196667,0.169032,,0,0,0,0,0,0.500007,0.499993,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,1,1,0.95,0.05,1,0,9.925,9.925,19.85,0.15,999.878,999.878,0,0.15,0.15,0.0552705,0.28279,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,1,1,0.95,0.05,1,1,10.925,8.925,19.85,0.15,1000.94,996.979,0,0.15,0.15,0.338068,0.0552699,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,1,1,0.91597,0.35488,0.624768,0.736932,10.7225,9.15562,19.8781,0.121858,1000.73,997.693,0,0.121858,0.121858,0.0345309,0.277476,0.86091,0,0,0.375232,0,0,0.164356,0.460412,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Mildly Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Mildly Risk Averse,-3.4110000000000003E-13,4,1,1,0.645113,0.0840276,0.624763,0.26306,10.1556,9.72253,19.8781,0.121857,1000.14,999.301,0,0.121857,0.121857,0.277468,0,0.139082,0,0,0.375237,0,0,0.460412,0.16435,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,1,1,0.567754,0.448609,0.340156,0.449843,10.4562,9.44333,19.8995,0.100512,1000.08,999.425,0,0.100512,0.100512,0.172369,0.152748,0.491419,0,0,0.515673,0.0441828,0.0999885,0.187139,0.153017,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,1,1,0.567754,0.448609,0.340156,0.449843,10.4562,9.44333,19.8995,0.100512,1000.08,999.425,0,0.100512,0.100512,0.172369,0.152748,0.491419,0,0,0.515673,0.0441828,0.0999885,0.187139,0.153017,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Settles,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,1,1,0.450687,0.532151,0,,10.4539,9.47108,19.925,0.075,1000.1,999.57,0,0.075,0.075,0.188807,0.181247,0.491419,0,0,1,0,0,0,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Tried,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,1,1,0.67598,0.285143,1,0.449843,10.3748,9.47516,19.85,0.15,1000.05,999.347,0,0.15,0.15,0.186717,0.15442,,0,0,0,0,0,0.550157,0.449843,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Loses,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,1,1,0.550263,0.143733,1,0,9.925,9.925,19.85,0.15,999.97,999.97,0,0.15,0.15,0.0585472,0.235823,,0,0,0,0,0,1,0,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,P Wins,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,1,1,0.829731,0.458088,1,1,10.925,8.925,19.85,0.15,1000.16,998.585,0,0.15,0.15,0.343468,0.0548649,,0,0,0,0,0,0,1,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,1,1,0.749369,0.628101,0.305985,0.731662,10.6945,9.20755,19.9021,0.0979488,1000.13,999.131,0,0.0979488,0.0979488,0.0238248,0.305502,0.663783,0,0,0.500197,0.00624608,0.187573,0.0821072,0.223877,0
Only Eq,true,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Truly Not Liable,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse,4.5469999999999997E-13,3,1,1,0.386146,0.269125,0.374326,0.219484,10.2178,9.67909,19.8969,0.103074,1000.04,999.72,0,0.103074,0.103074,0.320907,0,0.329105,0,0,0.531148,0.0821181,0.0124075,0.292167,0.0821587,0
Only Eq,False,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,All,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Abandonable False,2.2739999999999997E-13,1,1,1,0.49061,0.511961,0.167029,0.486248,10.459,9.45352,19.9125,0.0875271,1000.1,999.501,0,0.0875271,0.0875271,0.180842,0.173553,0.50602,0,0,0.832971,0,0,0.0858113,0.0812173,0
Only Eq,False,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Not Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Abandonable False,2.2739999999999997E-13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,False,0.25,0,English,Liability,1,1,0.35,0.5,0.5,1,Moderately Risk Averse,Litigated,,FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Abandonable False,2.2739999999999997E-13,1,1,1,0.49061,0.511961,0.167029,0.486248,10.459,9.45352,19.9125,0.0875271,1000.1,999.501,0,0.0875271,0.0875271,0.180842,0.173553,0.50602,0,0,0.832971,0,0,0.0858113,0.0812173,0
